Date,Close
9/18/2015 16:00:00,70.33
9/21/2015 16:00:00,70.24
9/22/2015 16:00:00,70.14
9/23/2015 16:00:00,69.29
9/24/2015 16:00:00,68.38
9/25/2015 16:00:00,66.53
9/28/2015 16:00:00,64.52
9/29/2015 16:00:00,66.37
9/30/2015 16:00:00,66.94
10/1/2015 16:00:00,68.4
10/2/2015 16:00:00,71.13
10/5/2015 16:00:00,70.87
10/6/2015 16:00:00,69.92
10/7/2015 16:00:00,70.94
10/8/2015 16:00:00,72.05
10/9/2015 16:00:00,72.6
10/12/2015 16:00:00,73.01
10/13/2015 16:00:00,72.79
10/14/2015 16:00:00,72.2
10/15/2015 16:00:00,73.43
10/16/2015 16:00:00,74.11
10/19/2015 16:00:00,74.24
10/20/2015 16:00:00,73.64
10/21/2015 16:00:00,73.42
10/22/2015 16:00:00,73.07
10/23/2015 16:00:00,73.69
10/26/2015 16:00:00,72.76
10/27/2015 16:00:00,72.68
10/28/2015 16:00:00,73.54
10/29/2015 16:00:00,73.76
10/30/2015 16:00:00,73.92
11/2/2015 16:00:00,75.75
11/3/2015 16:00:00,76.3
11/4/2015 16:00:00,76.16
11/5/2015 16:00:00,76.17
11/6/2015 16:00:00,76.06
11/9/2015 16:00:00,75.87
11/10/2015 16:00:00,76.4
11/11/2015 16:00:00,76.06
11/12/2015 16:00:00,74.21
11/13/2015 16:00:00,74.46
11/16/2015 16:00:00,76.24
11/17/2015 16:00:00,76.58
11/18/2015 16:00:00,77.56
11/19/2015 16:00:00,75.75
11/20/2015 16:00:00,76.09
11/23/2015 16:00:00,76.56
11/24/2015 16:00:00,76.56
11/25/2015 16:00:00,76.56
11/27/2015 16:00:00,76.46
11/30/2015 16:00:00,75.34
12/1/2015 16:00:00,76.51
12/2/2015 16:00:00,76.11
12/3/2015 16:00:00,76.67
12/4/2015 16:00:00,78.14
12/7/2015 16:00:00,77.95
12/8/2015 16:00:00,78.08
12/9/2015 16:00:00,77.56
12/10/2015 16:00:00,77.44
12/11/2015 16:00:00,76.65
12/14/2015 16:00:00,76.65
12/15/2015 16:00:00,77.1
12/16/2015 16:00:00,78.57
12/17/2015 16:00:00,77.9
12/18/2015 16:00:00,76.31
12/21/2015 16:00:00,76.68
12/22/2015 16:00:00,77.32
12/23/2015 16:00:00,77.65
12/24/2015 16:00:00,77.63
12/28/2015 16:00:00,77.18
12/29/2015 16:00:00,77.85
12/30/2015 16:00:00,77.53
12/31/2015 16:00:00,76.92
1/4/2016 16:00:00,75.77
1/5/2016 16:00:00,75.99
1/6/2016 16:00:00,76.2
1/7/2016 16:00:00,74.41
1/8/2016 16:00:00,73.78
1/11/2016 16:00:00,73
1/12/2016 16:00:00,76.44
1/13/2016 16:00:00,74.65
1/14/2016 16:00:00,74.79
1/15/2016 16:00:00,73.92
1/19/2016 16:00:00,74.58
1/20/2016 16:00:00,74.57
1/21/2016 16:00:00,74.6
1/22/2016 16:00:00,75.92
1/25/2016 16:00:00,75.7
1/26/2016 16:00:00,75.59
1/27/2016 16:00:00,75.49
1/28/2016 16:00:00,73.91
1/29/2016 16:00:00,75.92
2/1/2016 16:00:00,76.85
2/2/2016 16:00:00,76.51
2/3/2016 16:00:00,76.15
2/4/2016 16:00:00,76.2
2/5/2016 16:00:00,74.46
2/8/2016 16:00:00,72.63
2/9/2016 16:00:00,73.08
2/10/2016 16:00:00,74.16
2/11/2016 16:00:00,72.62
2/12/2016 16:00:00,73.4
2/16/2016 16:00:00,74.74
2/17/2016 16:00:00,75.6
2/18/2016 16:00:00,74.97
2/19/2016 16:00:00,75.38
2/22/2016 16:00:00,76.68
2/23/2016 16:00:00,75.8
2/24/2016 16:00:00,76.43
2/25/2016 16:00:00,77.66
2/26/2016 16:00:00,77.29
2/29/2016 16:00:00,77.39
3/1/2016 16:00:00,74.18
3/2/2016 16:00:00,74.59
3/3/2016 16:00:00,74.92
3/4/2016 16:00:00,75.61
3/7/2016 16:00:00,76.01
3/8/2016 16:00:00,75.44
3/9/2016 16:00:00,75.55
3/10/2016 16:00:00,76.27
3/11/2016 16:00:00,77.35
3/14/2016 16:00:00,77.53
3/15/2016 16:00:00,76.85
3/16/2016 16:00:00,76.65
3/17/2016 16:00:00,75.5
3/18/2016 16:00:00,76.26
3/21/2016 16:00:00,75.21
3/22/2016 16:00:00,74.94
3/23/2016 16:00:00,74.5
3/24/2016 16:00:00,73.97
3/28/2016 16:00:00,73.98
3/29/2016 16:00:00,75.48
3/30/2016 16:00:00,75.42
3/31/2016 16:00:00,75
4/1/2016 16:00:00,75.37
4/4/2016 16:00:00,76.3
4/5/2016 16:00:00,75.49
4/6/2016 16:00:00,77.31
4/7/2016 16:00:00,76.14
4/8/2016 16:00:00,76.37
4/11/2016 16:00:00,75.66
4/12/2016 16:00:00,76.62
4/13/2016 16:00:00,77.34
4/14/2016 16:00:00,77.37
4/15/2016 16:00:00,77.1
4/18/2016 16:00:00,77.63
4/19/2016 16:00:00,78.11
4/20/2016 16:00:00,78.68
4/21/2016 16:00:00,78.52
4/22/2016 16:00:00,78.99
4/25/2016 16:00:00,79.39
4/26/2016 16:00:00,78.72
4/27/2016 16:00:00,79.45
4/28/2016 16:00:00,79.78
4/29/2016 16:00:00,79.15
5/2/2016 16:00:00,79.35
5/3/2016 16:00:00,79.44
5/4/2016 16:00:00,78.82
5/5/2016 16:00:00,79.5
5/6/2016 16:00:00,79.74
5/9/2016 16:00:00,80.33
5/10/2016 16:00:00,81.23
5/11/2016 16:00:00,81.11
5/12/2016 16:00:00,81.34
5/13/2016 16:00:00,80.71
5/16/2016 16:00:00,81.89
5/17/2016 16:00:00,80.81
5/18/2016 16:00:00,80.6
5/19/2016 16:00:00,80
5/20/2016 16:00:00,80.52
5/23/2016 16:00:00,80.3
5/24/2016 16:00:00,80.94
5/25/2016 16:00:00,81.08
5/26/2016 16:00:00,81.18
5/27/2016 16:00:00,81.69
5/31/2016 16:00:00,80.48
6/1/2016 16:00:00,80.52
6/2/2016 16:00:00,82.99
6/3/2016 16:00:00,82.94
6/6/2016 16:00:00,83.32
6/7/2016 16:00:00,83.72
6/8/2016 16:00:00,84.79
6/9/2016 16:00:00,85.78
6/10/2016 16:00:00,85.7
6/13/2016 16:00:00,85.7
6/14/2016 16:00:00,85.49
6/15/2016 16:00:00,84.23
6/16/2016 16:00:00,84.59
6/17/2016 16:00:00,84.14
6/20/2016 16:00:00,84.47
6/21/2016 16:00:00,84.59
6/22/2016 16:00:00,84.26
6/23/2016 16:00:00,85.77
6/24/2016 16:00:00,83.26
6/27/2016 16:00:00,82.38
6/28/2016 16:00:00,84.14
6/29/2016 16:00:00,85.45
6/30/2016 16:00:00,86.77
7/1/2016 16:00:00,87.03
7/5/2016 16:00:00,87.05
7/6/2016 16:00:00,87.45
7/7/2016 16:00:00,87.49
7/8/2016 16:00:00,88.36
7/11/2016 16:00:00,88.51
7/12/2016 16:00:00,88.92
7/13/2016 16:00:00,88.75
7/14/2016 16:00:00,88.83
7/15/2016 16:00:00,88.36
7/18/2016 16:00:00,88.19
7/19/2016 16:00:00,88.38
7/20/2016 16:00:00,88.75
7/21/2016 16:00:00,87.94
7/22/2016 16:00:00,87.1
7/25/2016 16:00:00,86.92
7/26/2016 16:00:00,88.25
7/27/2016 16:00:00,87.48
7/28/2016 16:00:00,87.42
7/29/2016 16:00:00,87.63
8/1/2016 16:00:00,88.06
8/2/2016 16:00:00,87.64
8/3/2016 16:00:00,86.67
8/4/2016 16:00:00,86.76
8/5/2016 16:00:00,87.09
8/8/2016 16:00:00,86.96
8/9/2016 16:00:00,87.74
8/10/2016 16:00:00,87.29
8/11/2016 16:00:00,87.8
8/12/2016 16:00:00,87.54
8/15/2016 16:00:00,87.91
8/16/2016 16:00:00,87.27
8/17/2016 16:00:00,87.13
8/18/2016 16:00:00,87.08
8/19/2016 16:00:00,87.04
8/22/2016 16:00:00,87.32
8/23/2016 16:00:00,87.8
8/24/2016 16:00:00,86.65
8/25/2016 16:00:00,85.39
8/26/2016 16:00:00,86.6
8/29/2016 16:00:00,87.46
8/30/2016 16:00:00,86.85
8/31/2016 16:00:00,87.03
9/1/2016 16:00:00,86.98
9/2/2016 16:00:00,87.32
9/6/2016 16:00:00,87.17
9/7/2016 16:00:00,86.15
9/8/2016 16:00:00,86.26
9/9/2016 16:00:00,84.87
9/12/2016 16:00:00,86.2
9/13/2016 16:00:00,84.84
9/14/2016 16:00:00,84.68
9/15/2016 16:00:00,85.66
9/16/2016 16:00:00,86.01
9/19/2016 16:00:00,85.99
9/20/2016 16:00:00,86.36
9/21/2016 16:00:00,87.14
9/22/2016 16:00:00,87.82
9/23/2016 16:00:00,87.71
9/26/2016 16:00:00,86.56
9/27/2016 16:00:00,86.67
9/28/2016 16:00:00,86.74
9/29/2016 16:00:00,85.4
9/30/2016 16:00:00,86.4
10/3/2016 16:00:00,86.39
10/4/2016 16:00:00,86.11
10/5/2016 16:00:00,86.3
10/6/2016 16:00:00,85.95
10/7/2016 16:00:00,85.96
10/10/2016 16:00:00,86.17
10/11/2016 16:00:00,83.2
10/12/2016 16:00:00,83.68
10/13/2016 16:00:00,83.31
10/14/2016 16:00:00,82.71
10/17/2016 16:00:00,82.57
10/18/2016 16:00:00,83.55
10/19/2016 16:00:00,83.67
10/20/2016 16:00:00,84.02
10/21/2016 16:00:00,83.91
10/24/2016 16:00:00,83.3
10/25/2016 16:00:00,82.47
10/26/2016 16:00:00,81.12
10/27/2016 16:00:00,81.13
10/28/2016 16:00:00,81.93
10/31/2016 16:00:00,82.02
11/1/2016 16:00:00,80.92
11/2/2016 16:00:00,81.09
11/3/2016 16:00:00,81.6
11/4/2016 16:00:00,82.14
11/7/2016 16:00:00,83.95
11/8/2016 16:00:00,84.34
11/9/2016 16:00:00,82.86
11/10/2016 16:00:00,82.72
11/11/2016 16:00:00,82.07
11/14/2016 16:00:00,78.75
11/15/2016 16:00:00,80.27
11/16/2016 16:00:00,80.89
11/17/2016 16:00:00,81.8
11/18/2016 16:00:00,80.93
11/21/2016 16:00:00,80.58
11/22/2016 16:00:00,73.6
11/23/2016 16:00:00,75.78
11/25/2016 16:00:00,75.52
11/28/2016 16:00:00,73.99
11/29/2016 16:00:00,73.42
11/30/2016 16:00:00,73.01
12/1/2016 16:00:00,71.88
12/2/2016 16:00:00,72.01
12/5/2016 16:00:00,71.67
12/6/2016 16:00:00,72.11
12/7/2016 16:00:00,72.22
12/8/2016 16:00:00,72.07
12/9/2016 16:00:00,73.35
12/12/2016 16:00:00,73.71
12/13/2016 16:00:00,73.37
12/14/2016 16:00:00,73.3
12/15/2016 16:00:00,73.44
12/16/2016 16:00:00,73.46
12/19/2016 16:00:00,73.1
12/20/2016 16:00:00,72.44
12/21/2016 16:00:00,71.58
12/22/2016 16:00:00,71.74
12/23/2016 16:00:00,71.95
12/27/2016 16:00:00,71.77
12/28/2016 16:00:00,71.81
12/29/2016 16:00:00,71.54
12/30/2016 16:00:00,71.23
1/3/2017 16:00:00,70.61
1/4/2017 16:00:00,71.27
1/5/2017 16:00:00,70.83
1/6/2017 16:00:00,72.87
1/9/2017 16:00:00,73.82
1/10/2017 16:00:00,74.9
1/11/2017 16:00:00,74.44
1/12/2017 16:00:00,75.11
1/13/2017 16:00:00,75.09
1/17/2017 16:00:00,75.82
1/18/2017 16:00:00,75.67
1/19/2017 16:00:00,75.3
1/20/2017 16:00:00,74.99
1/23/2017 16:00:00,74.77
1/24/2017 16:00:00,73.83
1/25/2017 16:00:00,74.49
1/26/2017 16:00:00,74.04
1/27/2017 16:00:00,74.95
1/30/2017 16:00:00,74.67
1/31/2017 16:00:00,76.02
2/1/2017 16:00:00,76
2/2/2017 16:00:00,75.92
2/3/2017 16:00:00,76.34
2/6/2017 16:00:00,75.98
2/7/2017 16:00:00,76.12
2/8/2017 16:00:00,75.6
2/9/2017 16:00:00,75.71
2/10/2017 16:00:00,76.15
2/13/2017 16:00:00,76.92
2/14/2017 16:00:00,77.05
2/15/2017 16:00:00,77.7
2/16/2017 16:00:00,77.99
2/17/2017 16:00:00,78.88
2/21/2017 16:00:00,80.56
2/22/2017 16:00:00,79.62
2/23/2017 16:00:00,80.74
2/24/2017 16:00:00,81.03
2/27/2017 16:00:00,80.75
2/28/2017 16:00:00,80.91
3/1/2017 16:00:00,82.07
3/2/2017 16:00:00,81.99
3/3/2017 16:00:00,81.86
3/6/2017 16:00:00,81.54
3/7/2017 16:00:00,81.4
3/8/2017 16:00:00,82.22
3/9/2017 16:00:00,82.79
3/10/2017 16:00:00,83.04
3/13/2017 16:00:00,82.89
3/14/2017 16:00:00,82.52
3/15/2017 16:00:00,83.3
3/16/2017 16:00:00,81.83
3/17/2017 16:00:00,82.23
3/20/2017 16:00:00,81.42
3/21/2017 16:00:00,81.12
3/22/2017 16:00:00,81
3/23/2017 16:00:00,80.86
3/24/2017 16:00:00,81
3/27/2017 16:00:00,81.03
3/28/2017 16:00:00,80.74
3/29/2017 16:00:00,81.14
3/30/2017 16:00:00,80.99
3/31/2017 16:00:00,80.56
4/3/2017 16:00:00,81.03
4/4/2017 16:00:00,80.62
4/5/2017 16:00:00,80.24
4/6/2017 16:00:00,80.22
4/7/2017 16:00:00,80.37
4/10/2017 16:00:00,80.3
4/11/2017 16:00:00,80.15
4/12/2017 16:00:00,80.1
4/13/2017 16:00:00,80.01
4/17/2017 16:00:00,80.36
4/18/2017 16:00:00,80.33
4/19/2017 16:00:00,80.32
4/20/2017 16:00:00,81.02
4/21/2017 16:00:00,80.48
4/24/2017 16:00:00,80.65
4/25/2017 16:00:00,81.76
4/26/2017 16:00:00,82.14
4/27/2017 16:00:00,83.13
4/28/2017 16:00:00,83.09
5/1/2017 16:00:00,83.74
5/2/2017 16:00:00,84.75
5/3/2017 16:00:00,84.09
5/4/2017 16:00:00,83.91
5/5/2017 16:00:00,84
5/8/2017 16:00:00,83.3
5/9/2017 16:00:00,83.34
5/10/2017 16:00:00,82.89
5/11/2017 16:00:00,83.01
5/12/2017 16:00:00,83.42
5/15/2017 16:00:00,84.14
5/16/2017 16:00:00,83.94
5/17/2017 16:00:00,82.66
5/18/2017 16:00:00,82.4
5/19/2017 16:00:00,83.23
5/22/2017 16:00:00,83.99
5/23/2017 16:00:00,84.61
5/24/2017 16:00:00,84.7
5/25/2017 16:00:00,85.58
5/26/2017 16:00:00,85.09
5/30/2017 16:00:00,84.86
5/31/2017 16:00:00,84.28
6/1/2017 16:00:00,86.08
6/2/2017 16:00:00,85.82
6/5/2017 16:00:00,85.95
6/6/2017 16:00:00,86
6/7/2017 16:00:00,85.98
6/8/2017 16:00:00,85.94
6/9/2017 16:00:00,86.51
6/12/2017 16:00:00,87.63
6/13/2017 16:00:00,87.2
6/14/2017 16:00:00,87.65
6/15/2017 16:00:00,87.66
6/16/2017 16:00:00,88.08
6/19/2017 16:00:00,88.99
6/20/2017 16:00:00,88.82
6/21/2017 16:00:00,88.79
6/22/2017 16:00:00,89.09
6/23/2017 16:00:00,89.2
6/26/2017 16:00:00,89.15
6/27/2017 16:00:00,88.79
6/28/2017 16:00:00,89.3
6/29/2017 16:00:00,88.71
6/30/2017 16:00:00,88.75
7/3/2017 16:00:00,88.81
7/5/2017 16:00:00,88.9
7/6/2017 16:00:00,87.26
7/7/2017 16:00:00,87.96
7/10/2017 16:00:00,87.2
7/11/2017 16:00:00,87.26
7/12/2017 16:00:00,87.81
7/13/2017 16:00:00,87.81
7/14/2017 16:00:00,88.57
7/17/2017 16:00:00,86.06
7/18/2017 16:00:00,85.85
7/19/2017 16:00:00,85.65
7/20/2017 16:00:00,85.67
7/21/2017 16:00:00,85.17
7/24/2017 16:00:00,85.09
7/25/2017 16:00:00,85.93
7/26/2017 16:00:00,85.74
7/27/2017 16:00:00,84.68
7/28/2017 16:00:00,84.29
7/31/2017 16:00:00,83.97
8/1/2017 16:00:00,83.52
8/2/2017 16:00:00,83.2
8/3/2017 16:00:00,83.29
8/4/2017 16:00:00,83.68
8/7/2017 16:00:00,84.37
8/8/2017 16:00:00,83.83
8/9/2017 16:00:00,83.95
8/10/2017 16:00:00,83.04
8/11/2017 16:00:00,83.71
8/14/2017 16:00:00,84.47
8/15/2017 16:00:00,84.59
8/16/2017 16:00:00,84.6
8/17/2017 16:00:00,83.67
8/18/2017 16:00:00,83.41
8/21/2017 16:00:00,83.52
8/22/2017 16:00:00,81.76
8/23/2017 16:00:00,79.75
8/24/2017 16:00:00,79.24
8/25/2017 16:00:00,79.06
8/28/2017 16:00:00,79.59
8/29/2017 16:00:00,79.72
8/30/2017 16:00:00,79.86
8/31/2017 16:00:00,80.62
9/1/2017 16:00:00,80.05
9/5/2017 16:00:00,79.82
9/6/2017 16:00:00,79.87
9/7/2017 16:00:00,79.95
9/8/2017 16:00:00,82.03
9/11/2017 16:00:00,81.56
9/12/2017 16:00:00,82.3
9/13/2017 16:00:00,81.93
9/14/2017 16:00:00,81.8
9/15/2017 16:00:00,82.12
9/18/2017 16:00:00,82.4
9/19/2017 16:00:00,81.19
9/20/2017 16:00:00,80.16
9/21/2017 16:00:00,79.53
9/22/2017 16:00:00,79.7
9/25/2017 16:00:00,78.27
9/26/2017 16:00:00,78.37
9/27/2017 16:00:00,77.84
9/28/2017 16:00:00,77.71
9/29/2017 16:00:00,77.77
10/2/2017 16:00:00,78.05
10/3/2017 16:00:00,78.11
10/4/2017 16:00:00,78.63
10/5/2017 16:00:00,79.51
10/6/2017 16:00:00,79.81
10/9/2017 16:00:00,76.93
10/10/2017 16:00:00,77.29
10/11/2017 16:00:00,78.24
10/12/2017 16:00:00,77.92
10/13/2017 16:00:00,78.07
10/16/2017 16:00:00,77.73
10/17/2017 16:00:00,78
10/18/2017 16:00:00,78.59
10/19/2017 16:00:00,78.48
10/20/2017 16:00:00,78.34
10/23/2017 16:00:00,79.02
10/24/2017 16:00:00,78.66
10/25/2017 16:00:00,79.2
10/26/2017 16:00:00,80.44
10/27/2017 16:00:00,81.3
10/30/2017 16:00:00,80.53
10/31/2017 16:00:00,80.52
11/1/2017 16:00:00,80.31
11/2/2017 16:00:00,77.87
11/3/2017 16:00:00,78.43
11/6/2017 16:00:00,77.69
11/7/2017 16:00:00,78.01
11/8/2017 16:00:00,77.81
11/9/2017 16:00:00,80.81
11/10/2017 16:00:00,79.33
11/13/2017 16:00:00,79.2
11/14/2017 16:00:00,79.16
11/15/2017 16:00:00,78.68
11/16/2017 16:00:00,79.26
11/17/2017 16:00:00,79.49
11/20/2017 16:00:00,78.9
11/21/2017 16:00:00,82.66
11/22/2017 16:00:00,82.34
11/24/2017 13:00:00,83.25
11/27/2017 16:00:00,81.41
11/28/2017 16:00:00,82.46
11/29/2017 16:00:00,82.11
11/30/2017 16:00:00,82.13
12/1/2017 16:00:00,81.27
12/4/2017 16:00:00,79.87
12/5/2017 16:00:00,80.92
12/6/2017 16:00:00,81.5
12/7/2017 16:00:00,80.57
12/8/2017 16:00:00,81.07
12/11/2017 16:00:00,81.27
12/12/2017 16:00:00,82
12/13/2017 16:00:00,81.92
12/14/2017 16:00:00,81.83
12/15/2017 16:00:00,83.5
12/18/2017 16:00:00,83.43
12/19/2017 16:00:00,82.04
12/20/2017 16:00:00,81.38
12/21/2017 16:00:00,81.48
12/22/2017 16:00:00,81.54
12/26/2017 16:00:00,81.47
12/27/2017 16:00:00,81.76
12/28/2017 16:00:00,81.34
12/29/2017 16:00:00,80.75
1/2/2018 16:00:00,82.21
1/3/2018 16:00:00,83.92
1/4/2018 16:00:00,84.12
1/5/2018 16:00:00,85.54
1/8/2018 16:00:00,85.51
1/9/2018 16:00:00,85.88
1/10/2018 16:00:00,85.49
1/11/2018 16:00:00,85.73
1/12/2018 16:00:00,85.45
1/16/2018 16:00:00,85.32
1/17/2018 16:00:00,86.11
1/18/2018 16:00:00,87.26
1/19/2018 16:00:00,86.68
1/22/2018 16:00:00,86.05
1/23/2018 16:00:00,85.23
1/24/2018 16:00:00,85.76
1/25/2018 16:00:00,86.82
1/26/2018 16:00:00,87.12
1/29/2018 16:00:00,86.72
1/30/2018 16:00:00,85.96
1/31/2018 16:00:00,85.89
2/1/2018 16:00:00,84.98
2/2/2018 16:00:00,84.45
2/5/2018 16:00:00,81.42
2/6/2018 16:00:00,81.67
2/7/2018 16:00:00,81.35
2/8/2018 16:00:00,78.38
2/9/2018 16:00:00,79.48
2/12/2018 16:00:00,80.24
2/13/2018 16:00:00,80.22
2/14/2018 16:00:00,81.86
2/15/2018 16:00:00,82.94
2/16/2018 16:00:00,83.31
2/20/2018 16:00:00,81.61
2/21/2018 16:00:00,80.72
2/22/2018 16:00:00,80.41
2/23/2018 16:00:00,80.39
2/26/2018 16:00:00,82.42
2/27/2018 16:00:00,81.24
2/28/2018 16:00:00,79.89
3/1/2018 16:00:00,78.3
3/2/2018 16:00:00,78.33
3/5/2018 16:00:00,79.74
3/6/2018 16:00:00,80.41
3/7/2018 16:00:00,81.13
3/8/2018 16:00:00,82.21
3/9/2018 16:00:00,83.15
3/12/2018 16:00:00,83.3
3/13/2018 16:00:00,83.47
3/14/2018 16:00:00,82.3
3/15/2018 16:00:00,82.03
3/16/2018 16:00:00,81.29
3/19/2018 16:00:00,80.13
3/20/2018 16:00:00,79.9
3/21/2018 16:00:00,80.04
3/22/2018 16:00:00,78.14
3/23/2018 16:00:00,76.55
3/26/2018 16:00:00,78.46
3/27/2018 16:00:00,78.16
3/28/2018 16:00:00,78.46
3/29/2018 16:00:00,80.22
4/2/2018 16:00:00,77.48
4/3/2018 16:00:00,78.35
4/4/2018 16:00:00,78.72
4/5/2018 16:00:00,79.7
4/6/2018 16:00:00,77.64
4/9/2018 16:00:00,78.46
4/10/2018 16:00:00,79.29
4/11/2018 16:00:00,78.59
4/12/2018 16:00:00,79.84
4/13/2018 16:00:00,79.57
4/16/2018 16:00:00,80.6
4/17/2018 16:00:00,80.63
4/18/2018 16:00:00,80.19
4/19/2018 16:00:00,80
4/20/2018 16:00:00,79.9
4/23/2018 16:00:00,80.02
4/24/2018 16:00:00,79.37
4/25/2018 16:00:00,79.46
4/26/2018 16:00:00,80.59
4/27/2018 16:00:00,81.29
4/30/2018 16:00:00,80.13
5/1/2018 16:00:00,81.01
5/2/2018 16:00:00,79.92
5/3/2018 16:00:00,79.58
5/4/2018 16:00:00,81.08
5/7/2018 16:00:00,84.82
5/8/2018 16:00:00,83.2
5/9/2018 16:00:00,84.06
5/10/2018 16:00:00,85.68
5/11/2018 16:00:00,85.56
5/14/2018 16:00:00,86.18
5/15/2018 16:00:00,84.37
5/16/2018 16:00:00,85.55
5/17/2018 16:00:00,85.11
5/18/2018 16:00:00,85.11
5/21/2018 16:00:00,85.32
5/22/2018 16:00:00,84.97
5/23/2018 16:00:00,85.26
5/24/2018 16:00:00,86.99
5/25/2018 16:00:00,86.3
5/29/2018 16:00:00,85.39
5/30/2018 16:00:00,85.89
5/31/2018 16:00:00,86.32
6/1/2018 16:00:00,87.83
6/4/2018 16:00:00,87.52
6/5/2018 16:00:00,86.66
6/6/2018 16:00:00,87.24
